2.361014075219514297e+01,6.841305963067077300e+01
5.751212898126235018e+01,5.220067642304869082e+01
7.156736767765058005e+01,1.552113160485003718e+01
-3.011443263345740640e+00,1.003870082116157789e+02
-1.000000000000000000e+01,1.135842392776415579e+02
-2.728369941555430778e+00,1.001328464193113064e+02
7.752830613923831038e+01,-1.500000000000000000e+01
-6.167149458224686853e+00,1.045229431870520500e+02
5.751212898126235018e+01,5.220067642304869082e+01
5.755214111215477146e+01,1.933476068832552386e+01
1.861019059360143046e+01,7.035636361327318866e+01
-1.000000000000000000e+01,1.135842392776415579e+02
7.752830613923831038e+01,-1.500000000000000000e+01
7.752830613923831038e+01,-1.500000000000000000e+01
7.752830613923831038e+01,-1.500000000000000000e+01
1.547613847033410650e+01,7.457913808391050736e+01
5.755214111215477146e+01,1.933476068832552386e+01
1.861019059360143046e+01,7.035636361327318866e+01
-3.305031126725623380e+00,1.009247301691620322e+02
7.752830613923831038e+01,-1.500000000000000000e+01
6.928374130172875311e+01,1.553181733100053918e+01
3.389392107352788841e+00,9.456963269469937927e+01
3.304758194587753195e+01,6.312284168412530505e+01
6.980771668280854669e+01,1.553177936912828372e+01
6.928374130172875311e+01,1.553181733100053918e+01
7.209134305873035942e+01,1.552109364297778171e+01
-1.000000000000000000e+01,1.135842392776415579e+02
-1.000000000000000000e+01,1.135842392776415579e+02
4.618212139933383753e+00,7.943597165155925666e+01
2.361014075219514297e+01,6.841305963067077300e+01
6.928374130172875311e+01,1.553181733100053918e+01
-1.000000000000000000e+01,1.135842392776415579e+02
-1.000000000000000000e+01,1.135842392776415579e+02
6.928374130172875311e+01,1.553181733100053918e+01
5.751212898126235018e+01,5.220067642304869082e+01
6.928374130172875311e+01,1.553181733100053918e+01
6.928374130172875311e+01,1.553181733100053918e+01
4.526412967691785028e+00,9.347293000589695566e+01
